DistrictId,District,Population,Week,Year,NewConfCases,NewDeaths,TotalConfCases,TotalDeaths
112,Bezirk Zürich,422870,32,2020,50,1,1405,72
112,Bezirk Zürich,422870,33,2020,124,1,1529,73
112,Bezirk Zürich,422870,34,2020,150,0,1679,73
112,Bezirk Zürich,422870,35,2020,186,1,1865,74
112,Bezirk Zürich,422870,36,2020,201,0,2066,74
112,Bezirk Zürich,422870,37,2020,178,0,2244,74
112,Bezirk Zürich,422870,38,2020,124,0,2368,74
112,Bezirk Zürich,422870,39,2020,154,1,2522,75
112,Bezirk Zürich,422870,40,2020,330,0,2852,75
112,Bezirk Zürich,422870,41,2020,524,0,3376,75
112,Bezirk Zürich,422870,42,2020,1054,2,4430,77
112,Bezirk Zürich,422870,43,2020,1721,4,6151,81
112,Bezirk Zürich,422870,44,2020,2292,8,8443,89
112,Bezirk Zürich,422870,45,2020,1885,9,10328,98
112,Bezirk Zürich,422870,46,2020,1498,11,11826,109
112,Bezirk Zürich,422870,47,2020,1240,17,13066,126
112,Bezirk Zürich,422870,48,2020,1226,22,14292,148
112,Bezirk Zürich,422870,49,2020,1378,28,15670,176
112,Bezirk Zürich,422870,50,2020,1501,32,17171,208
112,Bezirk Zürich,422870,51,2020,1510,27,18681,235
