date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined,current_quarantined_riskareatravel,current_quarantined_total,ncumul_ICF
2020-10-29,,GE,,19821,,419,15,,,318,https://infocovid.smc.unige.ch/,10046,8115,1649,,33
2020-10-30,,GE,,21187,,458,17,,,321,https://infocovid.smc.unige.ch/,10268,8612,1605,,37
2020-10-31,,GE,,21953,,456,16,,,326,https://infocovid.smc.unige.ch/,10494,8934,1540,,38
2020-11-01,,GE,163097,22315,,474,17,,,331,https://infocovid.smc.unige.ch/,10337,9109,1480,,39
2020-11-02,,GE,,23021,,493,17,,,336,https://infocovid.smc.unige.ch/,10124,9097,1396,,35
2020-11-03,,GE,,24110,,521,20,,,345,https://infocovid.smc.unige.ch/,10145,8857,1198,,44
2020-11-04,,GE,,25436,,542,25,,,351,https://infocovid.smc.unige.ch/,10217,8690,946,,45
2020-11-05,,GE,,26616,,559,28,,,360,https://infocovid.smc.unige.ch/,10374,8416,642,,46
2020-11-06,,GE,,27545,,572,24,,,372,https://infocovid.smc.unige.ch/,10287,8403,509,,51
2020-11-07,,GE,,28196,,582,23,,,379,https://infocovid.smc.unige.ch/,10101,8318,418,,55
2020-11-08,,GE,187408,28532,,608,27,,,383,https://infocovid.smc.unige.ch/,9674,8216,332,,47
2020-11-09,,GE,,29487,,631,26,,,398,https://infocovid.smc.unige.ch/,9246,7868,249,,48
2020-11-10,,GE,,30367,,638,29,,,407,https://infocovid.smc.unige.ch/,8833,7359,213,,51
2020-11-11,,GE,,31167,,620,28,,,417,https://infocovid.smc.unige.ch/,8603,7129,168,,56
2020-11-12,,GE,,31828,,630,30,,,428,https://infocovid.smc.unige.ch/,8443,6937,104,,55
2020-11-13,,GE,,32371,,629,29,,,434,https://infocovid.smc.unige.ch/,7926,6602,95,,54
2020-11-14,,GE,,32725,,635,32,,,449,https://infocovid.smc.unige.ch/,7332,6232,96,,60
2020-11-15,,GE,,32901,,639,32,,,455,https://infocovid.smc.unige.ch/,6657,5802,105,,57
2020-11-16,,GE,,33342,,642,31,,,468,https://infocovid.smc.unige.ch/,5971,5375,99,,56
2020-11-17,,GE,,33780,,606,30,,,482,https://infocovid.smc.unige.ch/,5537,4797,88,,50
2020-11-18,,GE,,34120,,568,27,,,502,https://infocovid.smc.unige.ch/,5111,4524,78,,45
2020-11-19,,GE,,34443,,533,28,,,511,https://infocovid.smc.unige.ch/,4910,4275,53,,47
2020-11-20,,GE,,34684,,497,27,,,522,https://infocovid.smc.unige.ch/,4438,4174,39,,44
2020-11-21,,GE,,34840,,465,29,,,530,https://infocovid.smc.unige.ch/,4057,3774,46,,41
2020-11-22,,GE,,34964,,461,29,,,532,https://infocovid.smc.unige.ch/,3604,3478,45,,32
2020-11-23,,GE,,35213,,460,28,,,540,https://infocovid.smc.unige.ch/,3284,3254,44,,29
2020-11-24,,GE,,35536,,445,26,,,544,https://infocovid.smc.unige.ch/,3037,2954,38,,33
2020-11-25,,GE,,35732,,418,26,,,547,https://infocovid.smc.unige.ch/,2891,2765,26,,29
2020-11-26,,GE,,35925,,373,25,,,555,https://infocovid.smc.unige.ch/,2781,2721,22,,28
2020-11-27,,GE,,36141,,355,24,,,562,https://infocovid.smc.unige.ch/,2575,2616,21,,29
2020-11-28,,GE,,36270,,337,20,,,570,https://infocovid.smc.unige.ch/,2431,2448,22,,29
2020-11-29,,GE,,36334,,337,19,,,574,https://infocovid.smc.unige.ch/,2301,2304,21,,24
2020-11-30,,GE,,36537,,344,18,,,580,https://infocovid.smc.unige.ch/,2126,2002,20,,27
2020-12-01,,GE,,36735,,313,18,,,587,https://infocovid.smc.unige.ch/,2065,1905,11,,25
2020-12-02,,GE,,36897,,310,18,,,591,https://infocovid.smc.unige.ch/,2036,1839,8,,23
2020-12-03,,GE,,37080,,290,16,,,596,https://infocovid.smc.unige.ch/,2008,1790,4,,21
2020-12-04,,GE,,37228,,259,18,,,599,https://infocovid.smc.unige.ch/,1941,1822,4,,14
2020-12-05,,GE,,37316,,243,22,,,604,https://infocovid.smc.unige.ch/,1835,1765,3,,14
2020-12-06,,GE,,37369,,242,21,,,608,https://infocovid.smc.unige.ch/,1790,1664,4,,13
2020-12-07,,GE,,37596,,241,20,,,611,https://infocovid.smc.unige.ch/,1686,1630,6,,12
2020-12-08,,GE,,37773,,223,21,,,617,https://infocovid.smc.unige.ch/,1649,1569,5,,8
2020-12-09,,GE,,37954,,217,19,,,619,https://infocovid.smc.unige.ch/,1637,1565,7,,13
2020-12-10,,GE,,38082,,198,16,,,620,https://infocovid.smc.unige.ch/,1658,1559,6,,15
2020-12-11,,GE,,38229,,198,17,,,620,https://infocovid.smc.unige.ch/,1612,1559,6,,14
2020-12-12,,GE,,38328,,201,19,,,622,https://infocovid.smc.unige.ch/,1602,1566,7,,16
2020-12-13,,GE,,38402,,203,18,,,622,https://infocovid.smc.unige.ch/,1621,1570,8,,21
2020-12-14,,GE,,38577,,212,20,,,623,https://infocovid.smc.unige.ch/,1599,1518,13,,21
2020-12-15,,GE,,38785,,197,20,,,626,https://infocovid.smc.unige.ch/,1639,1502,31,,14
2020-12-16,,GE,,38908,,190,19,,,630,https://infocovid.smc.unige.ch/,1665,1501,42,,17
2020-12-17,,GE,,39063,,163,17,,,632,https://infocovid.smc.unige.ch/,1693,1444,84,,14
2020-12-18,,GE,,39237,,156,16,,,634,https://infocovid.smc.unige.ch/,1700,1411,308,,16
2020-12-19,,GE,,39339,,153,16,,,638,https://infocovid.smc.unige.ch/,1683,1442,449,,16
2020-12-20,,GE,,39428,,147,12,,,638,https://infocovid.smc.unige.ch/,1660,1444,604,,17
2020-12-21,,GE,,39609,,150,13,,,638,https://infocovid.smc.unige.ch/,1632,1439,769,,16
2020-12-22,,GE,,39767,,139,13,,,640,https://infocovid.smc.unige.ch/,1652,1392,788,,14
2020-12-23,,GE,,39944,,137,12,,,641,https://infocovid.smc.unige.ch/,1644,1363,808,,15
2020-12-24,,GE,,40073,,134,12,,,644,https://infocovid.smc.unige.ch/,1630,1326,820,,12
2020-12-25,,GE,,40116,,133,13,,,645,https://infocovid.smc.unige.ch/,1560,1357,826,,16
2020-12-26,,GE,,40203,,141,12,,,649,https://infocovid.smc.unige.ch/,1508,1387,834,,20
2020-12-27,,GE,,40266,,144,11,,,654,https://infocovid.smc.unige.ch/,1488,1426,825,,17
2020-12-28,,GE,,40446,,144,11,,,655,https://infocovid.smc.unige.ch/,1448,1422,673,,17
2020-12-29,,GE,,40615,,146,11,,,658,https://infocovid.smc.unige.ch/,1491,1376,563,,15
2020-12-30,,GE,,40793,,138,7,,,662,https://infocovid.smc.unige.ch/,1501,1331,433,,19
2020-12-31,,GE,,40910,,122,6,,,665,https://infocovid.smc.unige.ch/,1510,1290,319,,12
2021-01-01,,GE,,40957,,120,7,,,667,https://infocovid.smc.unige.ch/,1426,1284,315,,13
2021-01-02,,GE,,41063,,123,5,,,670,https://infocovid.smc.unige.ch/,1384,1254,399,,14
2021-01-03,,GE,,41133,,131,4,,,671,https://infocovid.smc.unige.ch/,1370,1251,620,,12
2021-01-04,,GE,,41276,,135,5,,,673,https://infocovid.smc.unige.ch/,1373,1207,844,,13
2021-01-05,,GE,,41428,,127,5,,,675,https://infocovid.smc.unige.ch/,1398,1125,945,,12
2021-01-06,,GE,,41561,,120,6,,,678,https://infocovid.smc.unige.ch/,1413,1129,965,,11
2021-01-07,,GE,,41697,,117,5,,,679,https://infocovid.smc.unige.ch/,1415,1154,959,,13
2021-01-08,,GE,,41818,,124,6,,,680,https://infocovid.smc.unige.ch/,1365,1146,980,,15
2021-01-09,,GE,,41912,,117,5,,,684,https://infocovid.smc.unige.ch/,1347,1195,1055,,11
2021-01-10,,GE,,41978,,123,5,,,684,https://infocovid.smc.unige.ch/,1320,1261,1150,,12
2021-01-11,,GE,,42137,,132,6,,,684,https://infocovid.smc.unige.ch/,1335,1292,1280,,13
2021-01-12,,GE,,42288,,121,7,,,686,https://infocovid.smc.unige.ch/,1396,1305,1220,,10
2021-01-13,,GE,,42431,,118,6,,,686,https://infocovid.smc.unige.ch/,1418,1299,1001,,11
2021-01-14,,GE,,42572,,128,7,,,686,https://infocovid.smc.unige.ch/,1444,1317,777,,6
2021-01-15,,GE,,42709,,115,7,,,687,https://infocovid.smc.unige.ch/,1431,1359,685,,7
2021-01-16,,GE,,42813,,114,6,,,690,https://infocovid.smc.unige.ch/,1432,1431,674,,7
2021-01-17,,GE,,42845,,114,5,,,691,https://infocovid.smc.unige.ch/,1421,1494,656,,5
2021-01-18,,GE,,43038,,113,6,,,692,https://infocovid.smc.unige.ch/,1381,1529,656,,5
2021-01-19,,GE,,43190,,114,8,,,694,https://infocovid.smc.unige.ch/,1405,1492,570,,9
2021-01-20,,GE,,43322,,116,9,,,694,https://infocovid.smc.unige.ch/,1441,1463,440,,11
2021-01-21,,GE,,43441,,117,8,,,695,https://infocovid.smc.unige.ch/,1452,1484,324,,13
2021-01-22,,GE,,43559,,125,8,,,696,https://infocovid.smc.unige.ch/,1394,1482,306,,13
2021-01-23,,GE,,43635,,122,7,,,696,https://infocovid.smc.unige.ch/,1393,1536,344,,14
2021-01-24,,GE,,43694,,128,6,,,698,https://infocovid.smc.unige.ch/,1378,1525,364,,16
2021-01-25,,GE,,43838,,124,6,,,698,https://infocovid.smc.unige.ch/,1340,1519,405,,16
2021-01-26,,GE,,43981,,118,7,,,700,https://infocovid.smc.unige.ch/,1378,1456,387,,17
2021-01-27,,GE,,44103,,128,9,,,701,https://infocovid.smc.unige.ch/,1385,1469,354,,15
2021-01-28,,GE,,44262,,127,8,,,701,https://infocovid.smc.unige.ch/,1428,1462,320,,14
2021-01-29,,GE,,44412,,120,11,,,701,https://infocovid.smc.unige.ch/,1433,1480,338,,7
2021-01-30,,GE,,44514,,113,11,,,702,https://infocovid.smc.unige.ch/,1427,1601,359,,6
2021-01-31,,GE,,44576,,122,11,,,702,https://infocovid.smc.unige.ch/,1399,1586,372,,7
2021-02-01,,GE,,44696,,126,11,,,704,https://infocovid.smc.unige.ch/,1379,1571,404,,6
2021-02-02,,GE,,44847,,112,12,,,704,https://infocovid.smc.unige.ch/,1378,1535,403,,7
2021-02-03,,GE,,44976,,111,12,,,707,https://infocovid.smc.unige.ch/,1417,1585,385,,10
2021-02-04,,GE,,45120,,110,12,,,709,https://infocovid.smc.unige.ch/,1454,1569,343,,9
2021-02-05,,GE,,45264,,112,12,,,710,https://infocovid.smc.unige.ch/,1415,1550,363,,6
2021-02-06,,GE,,45352,,105,12,,,711,https://infocovid.smc.unige.ch/,1440,1553,407,,8
2021-02-07,,GE,,45399,,112,11,,,711,https://infocovid.smc.unige.ch/,1399,1552,459,,6
2021-02-08,,GE,,45544,,117,12,,,712,https://infocovid.smc.unige.ch/,1362,1612,487,,6
2021-02-09,,GE,,45660,,104,10,,,713,https://infocovid.smc.unige.ch/,1368,1419,465,,9
2021-02-10,,GE,,45784,,93,9,,,713,https://infocovid.smc.unige.ch/,1377,1441,455,,10
2021-02-11,,GE,,45916,,87,9,,,713,https://infocovid.smc.unige.ch/,1393,1495,417,,10
2021-02-12,,GE,,46026,,85,12,,,713,https://infocovid.smc.unige.ch/,1376,1513,404,,5
2021-02-13,,GE,,46099,,84,9,,,715,https://infocovid.smc.unige.ch/,1329,1449,415,,5
2021-02-14,,GE,,46154,,90,10,,,715,https://infocovid.smc.unige.ch/,1301,1432,467,,5
2021-02-15,,GE,,46245,,96,10,,,715,https://infocovid.smc.unige.ch/,1262,1410,477,,9
2021-02-16,,GE,,46354,,87,10,,,715,https://infocovid.smc.unige.ch/,1232,1336,481,,11
2021-02-17,,GE,,46471,,89,10,,,717,https://infocovid.smc.unige.ch/,1233,1289,445,,12
2021-02-18,,GE,,46557,,90,11,,,719,https://infocovid.smc.unige.ch/,1206,1244,422,,11
2021-02-19,,GE,,46653,,81,10,,,719,https://infocovid.smc.unige.ch/,1121,1205,481,,11
2021-02-20,,GE,,46722,,85,10,,,719,https://infocovid.smc.unige.ch/,1102,1146,504,,9
2021-02-21,,GE,,46781,,93,10,,,719,https://infocovid.smc.unige.ch/,1077,1121,561,,10
2021-02-22,,GE,,46904,,98,12,,,719,https://infocovid.smc.unige.ch/,1043,1139,616,,9
2021-02-23,,GE,,47030,,80,12,,,719,https://infocovid.smc.unige.ch/,1054,1186,637,,8
2021-02-24,,GE,,47130,,73,9,,,719,https://infocovid.smc.unige.ch/,1073,1193,612,,6
2021-02-25,,GE,,47222,,70,11,,,720,https://infocovid.smc.unige.ch/,1067,1176,614,,5
2021-02-26,,GE,,47312,,67,10,,,721,https://infocovid.smc.unige.ch/,1033,1120,600,,6
2021-02-27,,GE,,47375,,67,9,,,721,https://infocovid.smc.unige.ch/,1027,1179,644,,9
2021-02-28,,GE,,47423,,66,10,,,721,https://infocovid.smc.unige.ch/,1019,1185,709,,6
2021-03-01,,GE,,47551,,63,9,,,721,https://infocovid.smc.unige.ch/,996,1242,796,,8
2021-03-02,,GE,,47652,,58,9,,,722,https://infocovid.smc.unige.ch/,1005,1259,804,,6
2021-03-03,,GE,,47752,,65,8,,,724,https://infocovid.smc.unige.ch/,1039,1260,774,,5
2021-03-04,,GE,,47821,,61,6,,,724,https://infocovid.smc.unige.ch/,1052,1233,751,,6
2021-03-05,,GE,,47927,,62,7,,,724,https://infocovid.smc.unige.ch/,1020,1199,752,,5
2021-03-06,,GE,,48009,,63,5,,,725,https://infocovid.smc.unige.ch/,996,1168,787,,6
2021-03-07,,GE,,48064,,64,5,,,725,https://infocovid.smc.unige.ch/,1006,1183,833,,7
2021-03-08,,GE,,48183,,55,5,,,725,https://infocovid.smc.unige.ch/,996,1238,954,,7
2021-03-09,,GE,,48285,,57,5,,,725,https://infocovid.smc.unige.ch/,999,1217,948,,6
2021-03-10,,GE,,48401,,58,6,,,725,https://infocovid.smc.unige.ch/,1036,1205,888,,6
2021-03-11,,GE,,48520,,59,5,,,725,https://infocovid.smc.unige.ch/,1089,1173,769,,5
2021-03-12,,GE,,48664,,60,7,,,725,https://infocovid.smc.unige.ch/,1112,1213,748,,6
2021-03-13,,GE,,48738,,65,8,,,725,https://infocovid.smc.unige.ch/,1121,1301,782,,5
2021-03-14,,GE,,48810,,69,8,,,725,https://infocovid.smc.unige.ch/,1147,1351,769,,6
2021-03-15,,GE,,48952,,72,8,,,725,https://infocovid.smc.unige.ch/,1151,1389,828,,9
2021-03-16,,GE,,49090,,72,7,,,725,https://infocovid.smc.unige.ch/,1201,1439,788,,9
2021-03-17,,GE,,49238,,72,6,,,725,https://infocovid.smc.unige.ch/,1291,1468,736,,8
2021-03-18,,GE,,49390,,72,4,,,725,https://infocovid.smc.unige.ch/,1360,1543,595,,7
2021-03-19,,GE,,49544,,72,4,,,725,https://infocovid.smc.unige.ch/,1406,1593,553,,6
2021-03-20,,GE,,49666,,65,6,,,725,https://infocovid.smc.unige.ch/,1428,1712,578,,9
2021-03-21,,GE,,49739,,72,6,,,725,https://infocovid.smc.unige.ch/,1464,1773,618,,14
2021-03-22,,GE,,49901,,76,7,,,725,https://infocovid.smc.unige.ch/,1469,1841,687,,11
2021-03-23,,GE,,50064,,78,5,,,727,https://infocovid.smc.unige.ch/,1515,1783,657,,11
2021-03-24,,GE,,50214,,82,5,,,727,https://infocovid.smc.unige.ch/,1558,1839,639,,8
2021-03-25,,GE,,50396,,79,6,,,727,https://infocovid.smc.unige.ch/,1642,2026,573,,10
2021-03-26,,GE,,50551,,70,5,,,727,https://infocovid.smc.unige.ch/,1724,2121,573,,12
2021-03-27,,GE,,50685,,78,7,,,727,https://infocovid.smc.unige.ch/,1746,2225,604,,11
2021-03-28,,GE,,50763,,83,8,,,728,https://infocovid.smc.unige.ch/,1731,2181,636,,12
2021-03-29,,GE,,50948,,81,8,,,728,https://infocovid.smc.unige.ch/,1714,2178,674,,13
2021-03-30,,GE,,51105,,81,8,,,728,https://infocovid.smc.unige.ch/,1741,2094,658,,11
2021-03-31,,GE,,51260,,83,8,,,728,https://infocovid.smc.unige.ch/,1723,2027,603,,13
2021-04-01,,GE,,51422,,73,6,,,728,https://infocovid.smc.unige.ch/,1769,2054,546,,10
2021-04-02,,GE,,51530,,81,8,,,728,https://infocovid.smc.unige.ch/,1743,2050,552,,10
2021-04-03,,GE,,51630,,93,8,,,728,https://infocovid.smc.unige.ch/,1728,1919,575,,12
2021-04-04,,GE,,51746,,109,9,,,730,https://infocovid.smc.unige.ch/,1693,1826,597,,17
2021-04-05,,GE,,51843,,115,9,,,731,https://infocovid.smc.unige.ch/,1620,1832,690,,15
2021-04-06,,GE,,52012,,111,10,,,733,https://infocovid.smc.unige.ch/,1553,1750,796,,12
2021-04-07,,GE,,52200,,110,8,,,733,https://infocovid.smc.unige.ch/,1638,1751,819,,13
2021-04-08,,GE,,52401,,98,9,,,733,https://infocovid.smc.unige.ch/,1690,1794,814,,12
2021-04-09,,GE,,52548,,102,10,,,733,https://infocovid.smc.unige.ch/,1718,1811,887,,10
2021-04-10,,GE,,52704,,98,10,,,733,https://infocovid.smc.unige.ch/,1715,1927,1018,,13
2021-04-11,,GE,,52822,,104,10,,,733,https://infocovid.smc.unige.ch/,1738,1947,1122,,14
2021-04-12,,GE,,53022,,101,11,,,733,https://infocovid.smc.unige.ch/,1782,2010,1363,,14
2021-04-13,,GE,,53245,,93,11,,,733,https://infocovid.smc.unige.ch/,1818,2041,1394,,16
2021-04-14,,GE,,53424,,83,12,,,733,https://infocovid.smc.unige.ch/,1870,2122,1361,,9
2021-04-15,,GE,,53588,,79,12,,,733,https://infocovid.smc.unige.ch/,1868,2037,1274,,10
2021-04-16,,GE,,53755,,77,12,,,733,https://infocovid.smc.unige.ch/,1889,2025,1146,,8
2021-04-17,,GE,,53864,,82,12,,,733,https://infocovid.smc.unige.ch/,1823,1994,1129,,8
2021-04-18,,GE,,53963,,86,11,,,734,https://infocovid.smc.unige.ch/,1776,1929,1134,,13
2021-04-19,,GE,,54125,,83,10,,,734,https://infocovid.smc.unige.ch/,1719,1935,1161,,14
2021-04-20,,GE,,54320,,74,13,,,735,https://infocovid.smc.unige.ch/,1776,1832,1058,,12
2021-04-21,,GE,,54487,,76,13,,,735,https://infocovid.smc.unige.ch/,1745,1783,931,,8
2021-04-22,,GE,,54616,,81,13,,,735,https://infocovid.smc.unige.ch/,1719,1701,669,,11
2021-04-23,,GE,,54810,,78,10,,,735,https://infocovid.smc.unige.ch/,1675,1630,628,,8
2021-04-24,,GE,,54942,,89,12,,,736,https://infocovid.smc.unige.ch/,1643,1650,641,,8
2021-04-25,,GE,,55005,,92,12,,,736,https://infocovid.smc.unige.ch/,1630,1672,630,,7
2021-04-26,,GE,,55176,,96,10,,,736,https://infocovid.smc.unige.ch/,1619,1727,684,,10
2021-04-27,,GE,,55338,,89,9,,,738,https://infocovid.smc.unige.ch/,1620,1735,659,,6
2021-04-28,,GE,,55514,,91,8,,,738,https://infocovid.smc.unige.ch/,1623,1745,622,,8
2021-04-29,,GE,,55662,,81,7,,,738,https://infocovid.smc.unige.ch/,1634,1749,519,,11
2021-04-30,,GE,,55816,,74,7,,,738,https://infocovid.smc.unige.ch/,1569,1845,517,,10
2021-05-01,,GE,,55915,,80,5,,,739,https://infocovid.smc.unige.ch/,1531,1926,568,,13
2021-05-02,,GE,,56004,,77,7,,,740,https://infocovid.smc.unige.ch/,1493,1967,589,,9
2021-05-03,,GE,,56126,,76,7,,,740,https://infocovid.smc.unige.ch/,1451,1993,637,,12
2021-05-04,,GE,,56288,,70,7,,,740,https://infocovid.smc.unige.ch/,1413,1922,628,,13
2021-05-05,,GE,,56422,,55,8,,,741,https://infocovid.smc.unige.ch/,1437,1906,629,,12
2021-05-06,,GE,,56572,,57,9,,,741,https://infocovid.smc.unige.ch/,1460,1892,577,,11
2021-05-07,,GE,,56737,,62,10,,,741,https://infocovid.smc.unige.ch/,1425,1920,570,,11
2021-05-08,,GE,,56822,,61,10,,,743,https://infocovid.smc.unige.ch/,1415,1978,569,,9
2021-05-09,,GE,,56894,,58,10,,,743,https://infocovid.smc.unige.ch/,1358,1944,587,,7
2021-05-10,,GE,,57022,,54,11,,,744,https://infocovid.smc.unige.ch/,1309,1878,594,,5
2021-05-11,,GE,,57165,,55,8,,,744,https://infocovid.smc.unige.ch/,1297,1761,564,,7
2021-05-12,,GE,,57256,,55,7,,,744,https://infocovid.smc.unige.ch/,1287,1668,519,,7
2021-05-13,,GE,,57334,,50,6,,,744,https://infocovid.smc.unige.ch/,1273,1663,463,,8
2021-05-14,,GE,,57423,,45,6,,,744,https://infocovid.smc.unige.ch/,1192,1587,451,,7
2021-05-15,,GE,,57509,,39,7,,,744,https://infocovid.smc.unige.ch/,1094,1476,445,,4
2021-05-16,,GE,,57565,,38,7,,,744,https://infocovid.smc.unige.ch/,983,1370,431,,4
2021-05-17,,GE,,57650,,40,5,,,744,https://infocovid.smc.unige.ch/,,,,,5
2021-05-18,,GE,,57650,,,,,,744,https://infocovid.smc.unige.ch/,,,,,
