date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined
2020-07-06,,JU,,244,,0,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-07,,JU,,246,,0,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-08,,JU,,249,,0,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-09,,JU,,252,,0,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-10,,JU,,253,,0,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-11,,JU,,256,,0,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-12,,JU,,256,,0,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-13,,JU,,256,,1,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-14,,JU,,257,,1,0,,,7,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-15,,JU,,258,,2,0,,,,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-16,,JU,,259,,1,0,,,,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-17,,JU,,259,,1,0,,,,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-18,,JU,,259,,1,0,,,,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-19,,JU,,259,,1,0,,,,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-20,,JU,,259,,1,0,,,,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-21,,JU,,259,,1,0,,,,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
2020-07-22,,JU,,259,,1,0,,,,https://www.jura.ch/Htdocs/Files/v/34899.xlsx/Departements/CHA/SIC/Carrousel/Coronavirus/Cornavirus/Chiffres/donnees_22_07.xlsx?download=1,,
