date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,ncumul_hosp,ncumul_ICU,ncumul_vent,ncumul_released,ncumul_deceased,source,current_quarantined_total
2021-04-11,,VS,,34522,37,8,7,,652,https://www.vs.ch/de/web/coronavirus,
2021-04-12,,VS,,34681,41,9,7,,652,https://www.vs.ch/de/web/coronavirus,
2021-04-13,,VS,,34788,47,9,9,,653,https://www.vs.ch/de/web/coronavirus,
2021-04-14,,VS,,34932,43,10,10,,654,https://www.vs.ch/de/web/coronavirus,
2021-04-15,,VS,,35059,37,10,8,,654,https://www.vs.ch/de/web/coronavirus,
2021-04-16,,VS,,35181,37,11,9,,654,https://www.vs.ch/de/web/coronavirus,
2021-04-17,,VS,,35250,33,11,9,,655,https://www.vs.ch/de/web/coronavirus,
2021-04-18,,VS,,35287,40,9,9,,655,https://www.vs.ch/de/web/coronavirus,
2021-04-19,,VS,,35428,47,10,9,,656,https://www.vs.ch/de/web/coronavirus,
2021-04-20,,VS,,35541,45,8,8,,657,https://www.vs.ch/de/web/coronavirus,
2021-04-21,,VS,,35644,48,8,7,,657,https://www.vs.ch/de/web/coronavirus,
2021-04-22,,VS,,35754,39,8,7,,657,https://www.vs.ch/de/web/coronavirus,
2021-04-23,,VS,,35860,37,8,6,,659,https://www.vs.ch/de/web/coronavirus,
2021-04-24,,VS,,35922,34,5,4,,659,https://www.vs.ch/de/web/coronavirus,
2021-04-25,,VS,,35974,36,5,4,,661,https://www.vs.ch/de/web/coronavirus,
2021-04-26,,VS,,36076,35,5,4,,662,https://www.vs.ch/de/web/coronavirus,
2021-04-27,,VS,,36175,36,7,6,,663,https://www.vs.ch/de/web/coronavirus,
2021-04-28,,VS,,36267,34,7,6,,664,https://www.vs.ch/de/web/coronavirus,
2021-04-29,,VS,,36354,29,7,6,,664,https://www.vs.ch/de/web/coronavirus,
2021-04-30,,VS,,36440,31,7,7,,664,https://www.vs.ch/de/web/coronavirus,
2021-05-01,,VS,,36482,34,7,6,,664,https://www.vs.ch/de/web/coronavirus,
2021-05-02,,VS,,36511,35,7,6,,664,https://www.vs.ch/de/web/coronavirus,
2021-05-03,,VS,,36621,40,7,6,,665,https://www.vs.ch/de/web/coronavirus,
2021-05-04,,VS,,36707,33,8,8,,665,https://www.vs.ch/de/web/coronavirus,
2021-05-05,,VS,,36768,29,8,6,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-06,,VS,,36828,30,8,7,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-07,,VS,,36905,31,8,6,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-08,,VS,,36942,26,8,6,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-09,,VS,,36978,27,8,6,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-10,,VS,,37062,29,8,6,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-11,,VS,,37123,29,7,7,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-12,,VS,,37172,26,7,7,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-13,,VS,,37194,22,7,7,,666,https://www.vs.ch/de/web/coronavirus,
2021-05-14,,VS,,37232,21,7,7,,667,https://www.vs.ch/de/web/coronavirus,
2021-05-15,,VS,,37260,20,6,6,,667,https://www.vs.ch/de/web/coronavirus,
2021-05-16,,VS,,37294,22,6,6,,667,https://www.vs.ch/de/web/coronavirus,
2021-05-17,,VS,,37351,25,6,6,,667,https://www.vs.ch/de/web/coronavirus,
2021-05-18,,VS,,37396,25,6,5,,667,https://www.vs.ch/de/web/coronavirus,
2021-05-19,,VS,,37441,29,6,6,,667,https://www.vs.ch/de/web/coronavirus,
2021-05-20,,VS,,37484,30,6,5,,667,https://www.vs.ch/de/web/coronavirus,
2021-05-21,,VS,,37517,28,6,5,,668,https://www.vs.ch/de/web/coronavirus,
2021-05-22,,VS,,37536,27,6,5,,669,https://www.vs.ch/de/web/coronavirus,
2021-05-23,,VS,,37552,24,5,4,,669,https://www.vs.ch/de/web/coronavirus,
2021-05-24,,VS,,37593,25,5,4,,669,https://www.vs.ch/de/web/coronavirus,
2021-05-25,,VS,,37633,23,4,3,,669,https://www.vs.ch/de/web/coronavirus,
2021-05-26,,VS,,37677,23,4,2,,669,https://www.vs.ch/de/web/coronavirus,
2021-05-27,,VS,,37734,18,4,3,,670,https://www.vs.ch/de/web/coronavirus,
2021-05-28,,VS,,37760,15,3,3,,670,https://www.vs.ch/de/web/coronavirus,
2021-05-29,,VS,,37780,16,4,3,,671,https://www.vs.ch/de/web/coronavirus,
2021-05-30,,VS,,37805,17,3,2,,671,https://www.vs.ch/de/web/coronavirus,
2021-05-31,,VS,,37841,15,3,1,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-01,,VS,,37868,14,4,2,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-02,,VS,,37893,15,4,2,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-03,,VS,,37904,15,4,2,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-04,,VS,,37922,15,3,2,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-05,,VS,,37935,13,4,3,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-06,,VS,,37948,11,4,4,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-07,,VS,,37961,10,5,3,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-08,,VS,,37976,11,5,4,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-09,,VS,,37994,11,5,4,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-10,,VS,,38003,11,5,5,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-11,,VS,,38017,9,5,5,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-12,,VS,,38022,10,5,5,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-13,,VS,,38027,9,5,5,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-14,,VS,,38032,9,5,5,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-15,,VS,,38039,10,5,4,,671,https://www.vs.ch/de/web/coronavirus,
2021-06-16,,VS,,38045,9,5,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-17,,VS,,38052,6,3,3,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-18,,VS,,38061,5,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-19,,VS,,38063,5,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-20,,VS,,38072,5,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-21,,VS,,38081,6,4,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-22,,VS,,38089,5,4,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-23,,VS,,38096,6,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-24,,VS,,38104,6,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-25,,VS,,38105,7,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-26,,VS,,38114,6,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-27,,VS,,38114,6,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-28,,VS,,38120,6,4,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-29,,VS,,38123,5,4,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-06-30,,VS,,38132,6,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-01,,VS,,38141,7,4,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-02,,VS,,38150,7,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-03,,VS,,38150,7,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-04,,VS,,38162,7,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-05,,VS,,38176,8,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-06,,VS,,38182,6,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-07,,VS,,38195,5,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-08,,VS,,38216,6,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-09,,VS,,38230,6,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-10,,VS,,38243,7,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-11,,VS,,38253,6,3,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-12,,VS,,38281,6,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-13,,VS,,38308,5,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-14,,VS,,38329,5,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-15,,VS,,38357,4,1,0,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-16,,VS,,38374,4,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-17,,VS,,38389,3,1,0,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-18,,VS,,38398,3,1,0,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-19,,VS,,38431,3,1,0,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-20,,VS,,38447,3,1,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-21,,VS,,38485,3,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-22,,VS,,38518,4,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-23,,VS,,38541,4,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-24,,VS,,38554,3,1,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-25,,VS,,38567,3,1,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-26,,VS,,38598,4,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-27,,VS,,38621,3,1,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-28,,VS,,38642,5,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-29,,VS,,38664,4,1,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-30,,VS,,38683,4,1,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-07-31,,VS,,38699,4,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-01,,VS,,38703,5,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-02,,VS,,38736,5,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-03,,VS,,38767,4,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-04,,VS,,38793,5,2,1,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-05,,VS,,38822,6,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-06,,VS,,38852,5,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-07,,VS,,38873,6,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-08,,VS,,38904,7,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-09,,VS,,38970,9,2,2,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-10,,VS,,39029,14,3,3,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-11,,VS,,39092,15,4,4,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-12,,VS,,39159,16,3,3,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-13,,VS,,39226,18,3,3,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-14,,VS,,39279,20,3,3,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-15,,VS,,39327,23,4,3,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-16,,VS,,39435,24,4,3,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-17,,VS,,39523,22,5,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-18,,VS,,39599,21,5,4,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-19,,VS,,39677,18,5,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-20,,VS,,39769,20,5,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-21,,VS,,39831,19,5,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-22,,VS,,39892,21,6,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-23,,VS,,40006,22,6,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-24,,VS,,40099,27,8,6,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-25,,VS,,40230,31,8,3,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-26,,VS,,40314,27,7,4,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-27,,VS,,40394,22,6,4,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-28,,VS,,40435,25,9,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-29,,VS,,40474,26,9,5,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-30,,VS,,40598,28,9,6,,672,https://www.vs.ch/de/web/coronavirus,
2021-08-31,,VS,,40671,28,11,6,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-01,,VS,,40761,28,10,6,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-02,,VS,,40869,26,10,6,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-03,,VS,,40959,27,10,9,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-04,,VS,,41011,24,10,10,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-05,,VS,,41046,25,11,11,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-06,,VS,,41191,27,11,11,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-07,,VS,,41308,27,11,10,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-08,,VS,,41426,24,10,9,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-09,,VS,,41505,25,10,9,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-10,,VS,,41580,23,10,8,,672,https://www.vs.ch/de/web/coronavirus,
2021-09-11,,VS,,41648,25,10,7,,673,https://www.vs.ch/de/web/coronavirus,
2021-09-12,,VS,,41693,26,10,8,,673,https://www.vs.ch/de/web/coronavirus,
2021-09-13,,VS,,41792,27,10,6,,673,https://www.vs.ch/de/web/coronavirus,
2021-09-14,,VS,,41883,22,9,3,,673,https://www.vs.ch/de/web/coronavirus,
2021-09-15,,VS,,41972,19,8,4,,673,https://www.vs.ch/de/web/coronavirus,
2021-09-16,,VS,,42045,19,8,2,,674,https://www.vs.ch/de/web/coronavirus,
2021-09-17,,VS,,42101,18,8,1,,675,https://www.vs.ch/de/web/coronavirus,
2021-09-18,,VS,,42121,16,7,1,,675,https://www.vs.ch/de/web/coronavirus,
2021-09-19,,VS,,42146,19,7,1,,675,https://www.vs.ch/de/web/coronavirus,
2021-09-20,,VS,,42215,20,7,1,,675,https://www.vs.ch/de/web/coronavirus,
2021-09-21,,VS,,42275,20,5,1,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-22,,VS,,42342,18,5,1,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-23,,VS,,42389,17,4,1,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-24,,VS,,42440,16,4,1,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-25,,VS,,42460,15,4,1,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-26,,VS,,42471,16,3,1,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-27,,VS,,42546,14,3,1,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-28,,VS,,42584,15,3,1,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-29,,VS,,42631,16,2,0,,676,https://www.vs.ch/de/web/coronavirus,
2021-09-30,,VS,,42677,16,2,0,,676,https://www.vs.ch/de/web/coronavirus,
2021-10-01,,VS,,42710,18,1,0,,676,https://www.vs.ch/de/web/coronavirus,
2021-10-02,,VS,,42724,17,1,0,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-03,,VS,,42730,16,1,1,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-04,,VS,,42776,17,1,1,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-05,,VS,,42799,13,1,1,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-06,,VS,,42850,8,1,1,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-07,,VS,,42905,10,1,1,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-08,,VS,,42940,10,1,1,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-09,,VS,,42963,8,1,1,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-10,,VS,,42985,9,2,1,,677,https://www.vs.ch/de/web/coronavirus,
2021-10-11,,VS,,43046,9,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-12,,VS,,43100,9,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-13,,VS,,43128,9,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-14,,VS,,43157,8,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-15,,VS,,43192,8,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-16,,VS,,43214,8,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-17,,VS,,43238,9,1,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-18,,VS,,43299,11,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-19,,VS,,43326,11,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-20,,VS,,43386,10,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-21,,VS,,43424,11,2,1,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-22,,VS,,43467,11,3,2,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-23,,VS,,43496,11,2,2,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-24,,VS,,43517,10,2,2,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-25,,VS,,43583,9,2,2,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-26,,VS,,43639,8,2,2,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-27,,VS,,43681,9,2,2,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-28,,VS,,43741,7,2,2,,678,https://www.vs.ch/de/web/coronavirus,
2021-10-29,,VS,,43807,10,2,2,,679,https://www.vs.ch/de/web/coronavirus,
2021-10-30,,VS,,43837,12,2,2,,679,https://www.vs.ch/de/web/coronavirus,
2021-10-31,,VS,,43868,14,2,2,,679,https://www.vs.ch/de/web/coronavirus,
2021-11-01,,VS,,43918,12,2,2,,679,https://www.vs.ch/de/web/coronavirus,
2021-11-02,,VS,,43994,16,5,4,,679,https://www.vs.ch/de/web/coronavirus,
2021-11-03,,VS,,44048,15,4,3,,679,https://www.vs.ch/de/web/coronavirus,
2021-11-04,,VS,,44122,15,4,4,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-05,,VS,,44183,11,3,3,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-06,,VS,,44253,11,3,3,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-07,,VS,,44296,13,3,3,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-08,,VS,,44399,15,3,3,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-09,,VS,,44463,16,3,3,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-10,,VS,,44553,16,3,3,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-11,,VS,,44649,19,4,3,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-12,,VS,,44780,21,4,4,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-13,,VS,,44858,21,4,4,,680,https://www.vs.ch/de/web/coronavirus,
2021-11-14,,VS,,44910,23,4,4,,681,https://www.vs.ch/de/web/coronavirus,
2021-11-15,,VS,,45064,25,4,4,,681,https://www.vs.ch/de/web/coronavirus,
2021-11-16,,VS,,45202,29,5,2,,685,https://www.vs.ch/de/web/coronavirus,
2021-11-17,,VS,,45359,36,7,3,,685,https://www.vs.ch/de/web/coronavirus,
2021-11-18,,VS,,45542,41,6,3,,689,https://www.vs.ch/de/web/coronavirus,
2021-11-19,,VS,,45711,39,6,4,,690,https://www.vs.ch/de/web/coronavirus,
2021-11-20,,VS,,45811,46,8,3,,692,https://www.vs.ch/de/web/coronavirus,
2021-11-21,,VS,,45911,48,7,4,,694,https://www.vs.ch/de/web/coronavirus,
2021-11-22,,VS,,46214,48,7,4,,694,https://www.vs.ch/de/web/coronavirus,
2021-11-23,,VS,,46461,56,7,4,,695,https://www.vs.ch/de/web/coronavirus,
2021-11-24,,VS,,46728,59,8,3,,696,https://www.vs.ch/de/web/coronavirus,
2021-11-25,,VS,,46994,59,10,4,,697,https://www.vs.ch/de/web/coronavirus,
2021-11-26,,VS,,47262,59,10,3,,697,https://www.vs.ch/de/web/coronavirus,
2021-11-27,,VS,,47416,63,10,3,,697,https://www.vs.ch/de/web/coronavirus,
2021-11-28,,VS,,47562,69,12,5,,698,https://www.vs.ch/de/web/coronavirus,
2021-11-29,,VS,,47984,64,11,3,,698,https://www.vs.ch/de/web/coronavirus,
2021-11-30,,VS,,48308,72,11,6,,698,https://www.vs.ch/de/web/coronavirus,
2021-12-01,,VS,,48656,67,10,6,,700,https://www.vs.ch/de/web/coronavirus,
2021-12-02,,VS,,48996,71,10,8,,700,https://www.vs.ch/de/web/coronavirus,
2021-12-03,,VS,,49348,76,10,9,,701,https://www.vs.ch/de/web/coronavirus,
2021-12-04,,VS,,49490,85,10,8,,701,https://www.vs.ch/de/web/coronavirus,
2021-12-05,,VS,,49620,84,10,7,,704,https://www.vs.ch/de/web/coronavirus,
2021-12-06,,VS,,50093,81,10,8,,706,https://www.vs.ch/de/web/coronavirus,
2021-12-07,,VS,,50473,77,13,9,,706,https://www.vs.ch/de/web/coronavirus,
2021-12-08,,VS,,50641,77,12,9,,708,https://www.vs.ch/de/web/coronavirus,
2021-12-09,,VS,,51087,79,12,10,,708,https://www.vs.ch/de/web/coronavirus,
2021-12-10,,VS,,51427,81,12,9,,708,https://www.vs.ch/de/web/coronavirus,
2021-12-11,,VS,,51674,76,12,10,,708,https://www.vs.ch/de/web/coronavirus,
2021-12-12,,VS,,51809,84,13,8,,710,https://www.vs.ch/de/web/coronavirus,
2021-12-13,,VS,,52342,83,12,6,,710,https://www.vs.ch/de/web/coronavirus,
2021-12-14,,VS,,52772,80,11,6,,710,https://www.vs.ch/de/web/coronavirus,
2021-12-15,,VS,,53154,78,10,6,,712,https://www.vs.ch/de/web/coronavirus,
2021-12-16,,VS,,53537,77,8,5,,713,https://www.vs.ch/de/web/coronavirus,
2021-12-17,,VS,,53878,79,10,4,,716,https://www.vs.ch/de/web/coronavirus,
2021-12-18,,VS,,54077,80,9,5,,716,https://www.vs.ch/de/web/coronavirus,
2021-12-19,,VS,,54241,84,10,4,,717,https://www.vs.ch/de/web/coronavirus,
2021-12-20,,VS,,54786,84,9,4,,717,https://www.vs.ch/de/web/coronavirus,
2021-12-21,,VS,,55322,85,11,4,,719,https://www.vs.ch/de/web/coronavirus,
2021-12-22,,VS,,55913,76,10,5,,719,https://www.vs.ch/de/web/coronavirus,
2021-12-23,,VS,,56523,77,9,5,,721,https://www.vs.ch/de/web/coronavirus,
2021-12-24,,VS,,57075,72,9,6,,722,https://www.vs.ch/de/web/coronavirus,
2021-12-25,,VS,,57424,73,10,7,,724,https://www.vs.ch/de/web/coronavirus,
2021-12-26,,VS,,57807,76,10,7,,724,https://www.vs.ch/de/web/coronavirus,
2021-12-27,,VS,,58937,84,12,8,,726,https://www.vs.ch/de/web/coronavirus,
2021-12-28,,VS,,60062,77,11,8,,726,https://www.vs.ch/de/web/coronavirus,
2021-12-29,,VS,,61366,83,10,8,,727,https://www.vs.ch/de/web/coronavirus,
2021-12-30,,VS,,62638,80,11,8,,727,https://www.vs.ch/de/web/coronavirus,
2021-12-31,,VS,,63794,85,11,8,,728,https://www.vs.ch/de/web/coronavirus,
2022-01-01,,VS,,64462,93,9,8,,728,https://www.vs.ch/de/web/coronavirus,
2022-01-02,,VS,,65361,91,10,8,,728,https://www.vs.ch/de/web/coronavirus,
2022-01-03,,VS,,67610,101,12,8,,728,https://www.vs.ch/de/web/coronavirus,
2022-01-04,,VS,,69778,108,12,8,,728,https://www.vs.ch/de/web/coronavirus,
2022-01-05,,VS,,70806,107,12,9,,728,https://www.vs.ch/de/web/coronavirus,
2022-01-06,,VS,,70870,106,11,8,,728,https://www.vs.ch/de/web/coronavirus,
