date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,ncumul_hosp,ncumul_ICU,ncumul_vent,ncumul_released,ncumul_deceased,source,current_hosp_non_resident,current_quarantined_riskareatravel,current_quarantined_total,current_hosp_resident
2020-10-07,10:00,BS,,1370,1,1,,1253,54,https://www.gesundheit.bs.ch,1,621,774,0
2020-10-08,08:40,BS,,1385,1,1,,1255,54,https://www.gesundheit.bs.ch,1,575,758,0
2020-10-09,09:15,BS,,1401,1,1,,1258,54,https://www.gesundheit.bs.ch,1,661,901,0
2020-10-10,08:30,BS,,1412,2,1,,1264,54,https://www.gesundheit.bs.ch,2,651,908,0
2020-10-11,08:30,BS,,1428,5,3,,1274,54,https://www.gesundheit.bs.ch,3,684,964,2
2020-10-12,09:00,BS,,1462,5,3,,1279,54,https://www.gesundheit.bs.ch,3,621,904,2
2020-10-13,09:15,BS,,1483,11,3,,1288,54,https://www.gesundheit.bs.ch,8,566,854,3
2020-10-14,09:30,BS,,1512,9,3,,1297,54,https://www.gesundheit.bs.ch,6,631,934,3
2020-10-15,08:15,BS,,1521,9,3,,1306,54,https://www.gesundheit.bs.ch,6,567,898,3
2020-10-16,08:30,BS,,1548,12,3,,1308,54,https://www.gesundheit.bs.ch,6,505,859,6
2020-10-17,09:45,BS,,1590,10,3,,1327,54,https://www.gesundheit.bs.ch,5,491,860,5
2020-10-18,10:00,BS,,1635,11,3,,1341,54,https://www.gesundheit.bs.ch,6,438,806,5
2020-10-19,13:00,BS,,1667,17,3,,1364,54,https://www.gesundheit.bs.ch,10,424,770,7
2020-10-20,10:00,BS,,1686,17,2,,1370,54,https://www.gesundheit.bs.ch,8,445,801,9
2020-10-21,09:15,BS,,1729,19,2,,1377,54,https://www.gesundheit.bs.ch,9,410,741,10
2020-10-22,09:45,BS,,1804,20,2,,1389,54,https://www.gesundheit.bs.ch,9,463,786,11
2020-10-23,10:30,BS,,1878,23,4,,1425,54,https://www.gesundheit.bs.ch,11,387,925,12
2020-10-24,09:30,BS,,1981,31,4,,1453,54,https://www.gesundheit.bs.ch,10,355,2106,21
2020-10-25,11:15,BS,,2062,34,5,,1480,54,https://www.gesundheit.bs.ch,12,349,2343,22
2020-10-26,12:05,BS,,2103,38,6,,1519,54,https://www.gesundheit.bs.ch,15,348,2445,23
2020-10-27,09:20,BS,,2195,43,7,,1556,54,https://www.gesundheit.bs.ch,16,269,2366,27
2020-10-28,09:15,BS,,2274,41,8,,1591,54,https://www.gesundheit.bs.ch,16,210,2343,25
2020-10-29,09:00,BS,,2403,38,11,,1624,54,https://www.gesundheit.bs.ch,15,147,2243,23
2020-10-30,09:40,BS,,2488,47,13,,1668,54,https://www.gesundheit.bs.ch,18,154,2228,29
2020-10-31,10:30,BS,,2576,59,13,,1730,54,https://www.gesundheit.bs.ch,22,206,2261,37
2020-11-01,09:35,BS,,2653,66,16,,1800,54,https://www.gesundheit.bs.ch,25,340,2446,41
2020-11-02,09:15,BS,,2723,65,13,,1841,54,https://www.gesundheit.bs.ch,24,434,2511,41
2020-11-03,08:50,BS,,2800,77,12,,1906,54,https://www.gesundheit.bs.ch,29,436,2376,48
2020-11-04,09:30,BS,,2907,89,12,,2044,54,https://www.gesundheit.bs.ch,33,210,1126,56
2020-11-05,11:15,BS,,3013,86,13,,2108,54,https://www.gesundheit.bs.ch,33,137,768,53
2020-11-06,09:15,BS,,3076,85,15,,2224,56,https://www.gesundheit.bs.ch,34,72,743,51
2020-11-07,08:15,BS,,3152,92,15,,2332,56,https://www.gesundheit.bs.ch,32,72,680,60
2020-11-08,09:30,BS,,3224,98,16,,2428,56,https://www.gesundheit.bs.ch,33,60,648,65
2020-11-09,10:30,BS,,3267,101,19,,2477,56,https://www.gesundheit.bs.ch,35,47,603,66
2020-11-10,09:00,BS,,3363,116,22,,2548,56,https://www.gesundheit.bs.ch,39,35,626,77
2020-11-11,09:00,BS,,3458,118,20,,2607,56,https://www.gesundheit.bs.ch,42,36,626,76
2020-11-12,09:00,BS,,3608,117,21,,2693,56,https://www.gesundheit.bs.ch,42,29,643,75
2020-11-13,11:00,BS,,3751,129,24,,2779,56,https://www.gesundheit.bs.ch,46,30,669,83
2020-11-14,10:30,BS,,3870,135,24,,2845,57,https://www.gesundheit.bs.ch,46,29,649,89
2020-11-15,10:30,BS,,3964,143,25,,2943,57,https://www.gesundheit.bs.ch,45,29,636,98
2020-11-16,10:30,BS,,4041,148,25,,2996,57,https://www.gesundheit.bs.ch,44,32,684,104
2020-11-17,10:30,BS,,4151,147,26,,3058,58,https://www.gesundheit.bs.ch,47,26,650,100
2020-11-18,10:30,BS,,4290,155,27,,3213,59,https://www.gesundheit.bs.ch,51,12,468,104
2020-11-19,09:30,BS,,4395,155,28,,3274,63,https://www.gesundheit.bs.ch,51,11,545,104
2020-11-20,09:30,BS,,4505,146,27,,3424,63,https://www.gesundheit.bs.ch,48,10,732,98
2020-11-21,09:30,BS,,4600,141,26,,3525,66,https://www.gesundheit.bs.ch,44,11,725,97
2020-11-22,10:30,BS,,4707,137,24,,3666,67,https://www.gesundheit.bs.ch,40,11,645,97
2020-11-23,10:30,BS,,4772,134,25,,3759,69,https://www.gesundheit.bs.ch,40,11,658,94
2020-11-24,09:50,BS,,4850,136,24,,3867,69,https://www.gesundheit.bs.ch,37,9,613,99
2020-11-25,10:30,BS,,4959,140,24,,3953,72,https://www.gesundheit.bs.ch,38,6,506,102
2020-11-26,09:50,BS,,5105,140,22,,4016,73,https://www.gesundheit.bs.ch,34,6,468,106
2020-11-27,09:50,BS,,5198,143,21,,4153,75,https://www.gesundheit.bs.ch,37,3,488,106
2020-11-28,10:00,BS,,5276,143,21,,4229,75,https://www.gesundheit.bs.ch,39,4,464,104
2020-11-29,10:30,BS,,5368,143,21,,4351,76,https://www.gesundheit.bs.ch,38,3,523,105
2020-11-30,10:30,BS,,5424,145,22,,4441,77,https://www.gesundheit.bs.ch,38,3,561,107
2020-12-01,10:30,BS,,5508,158,25,,4565,80,https://www.gesundheit.bs.ch,38,6,522,120
2020-12-02,09:30,BS,,5607,154,21,,4633,80,https://www.gesundheit.bs.ch,37,5,549,117
2020-12-03,09:50,BS,,5731,149,20,,4727,83,https://www.gesundheit.bs.ch,34,6,510,115
2020-12-04,10:00,BS,,5815,152,19,,4798,83,https://www.gesundheit.bs.ch,36,5,545,116
2020-12-05,12:00,BS,,5935,145,20,,4937,87,https://www.gesundheit.bs.ch,35,5,493,110
2020-12-06,10:15,BS,,6010,152,19,,5008,91,https://www.gesundheit.bs.ch,38,3,546,114
2020-12-07,11:30,BS,,6064,149,18,,5143,92,https://www.gesundheit.bs.ch,41,2,500,108
2020-12-08,11:00,BS,,6158,149,17,,5242,94,https://www.gesundheit.bs.ch,43,2,501,106
2020-12-09,09:00,BS,,6276,150,17,,5312,98,https://www.gesundheit.bs.ch,41,4,549,109
2020-12-10,08:00,BS,,6381,138,16,,5362,100,https://www.gesundheit.bs.ch,37,4,549,101
2020-12-11,10:30,BS,,6508,139,17,,5478,101,https://www.gesundheit.bs.ch,42,5,816,97
2020-12-12,12:00,BS,,6622,139,18,,5580,106,https://www.gesundheit.bs.ch,40,5,833,99
2020-12-13,11:30,BS,,6680,146,16,,5662,109,https://www.gesundheit.bs.ch,43,5,835,103
2020-12-14,11:00,BS,,6739,137,17,,5753,110,https://www.gesundheit.bs.ch,42,3,960,95
2020-12-15,08:45,BS,,6875,142,17,,5863,112,https://www.gesundheit.bs.ch,49,6,887,93
2020-12-16,10:30,BS,,6973,147,18,,5944,119,https://www.gesundheit.bs.ch,49,8,865,98
2020-12-17,13:17,BS,,7092,150,18,,6104,121,https://www.gesundheit.bs.ch,53,4,802,97
2020-12-18,09:30,BS,,7179,147,15,,6140,123,https://www.gesundheit.bs.ch,49,12,939,98
2020-12-19,10:00,BS,,7273,149,19,,6246,125,https://www.gesundheit.bs.ch,43,16,1030,106
2020-12-20,11:30,BS,,7353,149,20,,6353,125,https://www.gesundheit.bs.ch,44,16,1092,105
2020-12-21,10:30,BS,,7397,152,18,,6468,126,https://www.gesundheit.bs.ch,49,19,1066,103
2020-12-22,11:30,BS,,7476,153,18,,6587,130,https://www.gesundheit.bs.ch,50,36,775,103
2020-12-23,10:30,BS,,7570,138,17,,6655,134,https://www.gesundheit.bs.ch,44,39,759,94
2020-12-24,10:00,BS,,7668,131,18,,6794,135,https://www.gesundheit.bs.ch,42,50,728,89
2020-12-25,10:45,BS,,7735,131,19,,6872,136,https://www.gesundheit.bs.ch,44,56,723,87
2020-12-26,11:00,BS,,7779,140,22,,6934,136,https://www.gesundheit.bs.ch,47,63,727,93
2020-12-27,11:30,BS,,7842,143,25,,7049,138,https://www.gesundheit.bs.ch,47,75,713,96
2020-12-28,10:30,BS,,7901,141,25,,7123,139,https://www.gesundheit.bs.ch,49,56,599,92
2020-12-29,11:15,BS,,7990,141,22,,7243,144,https://www.gesundheit.bs.ch,52,78,592,89
2020-12-30,10:45,BS,,8043,133,23,,7301,148,https://www.gesundheit.bs.ch,50,119,654,83
2020-12-31,11:00,BS,,8108,136,21,,7370,149,https://www.gesundheit.bs.ch,50,132,631,86
